generated_query,device_info,language
ಫ್ರಿಡ್ಜ್ ಅನ್ನು ವೆಕೇಷನ್ ಮೋಡ್‌ನಲ್ಲಿ ಹಾಕಿ.,"[{'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]",Kannada (Kannada Script)
"Laundry Wool setting var set kar, nantarr cooling energy saving mode madhe tak, mage fan auto mode var chalu kar, aani tevha fridge cha door alarm suru kar.","[{'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'EnergySaving', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Marathi (Latin)
"Washer-ta delicate fabric diye light soil level-e PermPress koro, tarpor fan-er speed 2 level barhao.","[{'device': 'washer', 'mode': 'PermPress', 'args': {'fabric_type': 'delicate', 'soil_level': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Bengali (Latin)
ٹی وی پر ریکارڈنگ شروع کرو اور پھر فرج کی ڈسپلے برائٹنس لیول 4 پر سیٹ کرو، اس کے بعد واشر کو میڈیم لوڈ کے ساتھ سمال لوڈ پر چلاؤ۔,"[{'device': 'tv', 'mode': 'record', 'args': {'duration': 176}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Urdu (Nastaliq)
"પહેલાં ટીવી નું સાઉન્ડ મેનુ ખોલો, અને પછી માઇક્રોવેવ ને ફેવરિટ પર ચલાવો, અને પછી વોશર માં ડેનિમ મોડ ચાલુ કરો મીડીયમ કલર સાથે, એની સાથે ડ્રાયર ને સ્મોલ લોડ પર અને પંખાની ઝડપ ત્રણ ઘટાડો.","[{'device': 'tv', 'mode': 'settings', 'args': {'menu': 'sound'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SmallLoad', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 3}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Gujarati (Gujarati Script)
"Put the fridge in vacation mode, and at the same time, start a super speed cycle for synthetics in the laundry. After that, turn on the display light on the cooling, then show the menu on the entertainment.","[{'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'DisplayLight', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'menu', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",English (Latin)
"टीव्हीवर चॅनेल खाली करा, आणि त्याच वेळी मायक्रोवेव्ह आणि वॉशर चालू करा.","[{'device': 'tv', 'mode': 'channel', 'args': {'direction': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'AIOptiWash', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Marathi (Devanagari)
"Tv bandh karo, ane cooling chalu karo ane washing machine small load par set karo. Pachhi dryer denim par chalu karo ane pachi pankha ni speed ek level ochhi karo.","[{'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 'small'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FastCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Gujarati (Latin)
કપાસ માટે હેવી ડ્યુટી પર ડ્રાયર ચાલુ કરો અને પછી પંખો ચાલુ કરો.,"[{'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Gujarati (Gujarati Script)
"Laundry madbekaadre shirts haaki, aadmele microwave alli 220 degrees ge 25.5 nimisha microwave koro.","[{'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 25.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Kannada (Latin)
"quick defrost chayadam start cheyi, ventane cooling turbo lo pettu, taruvata towels wash koro, aa time loane fan speed penchu.","[{'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 27.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Turbo', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Telugu (Latin)
"ആദ്യം ഫാനിന്റെ സ്പീഡ് കുറയ്ക്കുക, അതേ സമയം ഡ്രയറിൽ 9 തുണികൾ ഇട്ട് ചുളിവുകൾ കളയാൻ 25 മിനിറ്റ് ഇടുക, ശേഷം എ.സി.യുടെ ചൈൽഡ് ലോക്ക് ഓൺ ചെയ്യുക.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 9, 'duration': 25}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'ChildLock', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
"pehle cooling ko self clean koro, phir dryer mein steam refresh chalao do dry kapdo ke liye, aur uske baad washer mein cotton ke liye delicates koro.","[{'device': 'ac', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 2, 'load_status': 'dry'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Hindi (Devanagari)
"തുടക്കത്തിൽ തുണികൾ ഉണക്കുന്ന മെഷീൻ ലോ ആക്കുക, അതേസമയം ടിവിയിലെ നെറ്റ്വർക്ക് സെറ്റിംഗ്സിലേക്ക് പോകുക. ശേഷം ഫ്രിഡ്ജ് വെക്കേഷൻ മോഡിൽ വെക്കുക, അതിനു ശേഷം അലക്കുന്ന മെഷീൻ സൂപ്പർ സ്പീഡിൽ ഇട്ട് 5 കിലോക്ക് സെറ്റ് ചെയ്യുക.","[{'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'network'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
"Age prothome laundry-ta activewear e chalao, tarpor washer-ta self-clean koro, ekti microwave 180 degree-te der ghonta-r jonno koro, ebong tarpor entertainment-e youtube kholo.","[{'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 180, 'time': 1.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'YouTube'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Bengali (Latin)
"Pehle laundry chalao towels ke liye, phir microwave ko 220 pe 22.5 minute ke liye set koro.","[{'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 22.5}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Urdu (Latin)
ٹی وی پر تصویر کی ترتیبات کھولو,"[{'device': 'tv', 'mode': 'settings', 'args': {'menu': 'picture'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]",Urdu (Nastaliq)
"Washer il small load chalu aakku, dryer air fluff il start aakku, fridge AI refrigeration il start aakku, athu kazhinju AC cool mode il itu.","[{'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 1}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Cool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'AirFluff', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'AIRefrigeration', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Malayalam (Latin)
"ముందుగా గాలిలోని తేమను తగ్గించు, ఆ తర్వాత ఎడమవైపుకు తిప్పు, తరువాత దుర్వాసన తొలగించు, మరియు డ్రైయర్ ఆక్టివ్వేర్ మోడ్లో, ఫ్రిడ్జ్ పవర్ కూల్ మోడ్లో ఒకేసారి పెట్టు.","[{'device': 'ac', 'mode': 'Dehumidify', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'left'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Telugu (Telugu Script)
"விசிறியின் வேகத்தை அதிகரி, பிறகு வழிகாட்டியை காட்டு.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Tamil (Tamil Script)
TV par YouTube mein cat videos search karo.,"[{'device': 'tv', 'mode': 'search', 'args': {'input': 'search YouTube for cat videos'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Romanised Hindi (Latin)
ఫ్రిడ్జ్ ఫ్రీజర్ ఉష్ణోగ్రతను 1 డిగ్రీకి సెట్ చేయండి.,"[{'device': 'fridge', 'mode': 'SetFreezerTemp', 'args': {'temperature': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]",Telugu (Telugu Script)
دھلائی کو نازک کپڑوں کے لیے چلاؤ، اور کارکردگی والے کپڑے استعمال کرو۔,"[{'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'performance'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Urdu (Nastaliq)
"Kapde dhunyacha program chalu kar, mag channel 501 var badal, nantarr fridge madhil water filter reset kar, aani tyannantarr dryer chalu kar, aani shevati pankhyachi gati vadhava.","[{'device': 'washer', 'mode': 'SteamSanitize', 'args': {'colorfast': True, 'soil_level': 'light'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'channel', 'args': {'number': 501}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'WaterFilterReset', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Marathi (Latin)
فریج کی ڈسپلے کی روشنی پانچ کرو اور اس کے بعد پنکھے کی رفتار بڑھاؤ۔,"[{'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Urdu (Nastaliq)
മൈക്രോവേവിൽ നാലര മിനിറ്റ് സോഫ്റ്റ് ചെയ്യാൻ വെച്ച ശേഷം ഫാനിന്റെ സ്പീഡ് കൂട്ടൂ.,"[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 4.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
ਏਸੀ ਨੂੰ ਈਕੋ ਮੋਡ ਤੇ ਚਲਾਓ।,"[{'device': 'ac', 'mode': 'Eco', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]",Punjabi (Gurmukhi)
"ड्रायरला सुपरस्पीड मोडवर कॉटनसाठी सुरू कर, एसी चालू कर, पंखा ऑटो मोडवर ठेव आणि त्याच वेळी फ्रिजरचे तापमान 20 पर्यंत सेट कर.","[{'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'PowerOn', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SetFreezerTemp', 'args': {'temperature': 20}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Marathi (Devanagari)
ചൂടാക്കൽ 190 ഡിഗ്രിയിൽ 11 മിനിറ്റ് നേരത്തേക്ക് വെക്കൂ.,"[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 190, 'time': 11.0}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
Microwave-alli AutoCook chalu maadi.,"[{'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]",Romanised Kannada (Latin)
"Dry the shirts, and show the TV guide at the same time. Then, wash a small load.","[{'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 6}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",English (Latin)
वॉशर को टॉवल मोड पर चलाओ और फिर फ्रिज को पावरफ्रीज पर।,"[{'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'PowerFreeze', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Hindi (Devanagari)
Pankha ni speed tran level thi ochhi karo ane pachhi fridge ne self-clean karo.,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 3}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Gujarati (Latin)
প্রথমে ড্রায়ার টাকে ইকো নরমালে চালাও।,"[{'device': 'dryer', 'mode': 'EcoNormal', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Bengali (Bangla)
"पहले फ्रिज का आइस मेकर बंद करो, और साथ ही एसी को 2 घंटे के टाइमर पर सेट करो, फिर टीवी की सेटिंग्स में पिक्चर मेनू खोलो।","[{'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Timer', 'args': {'duration': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'picture'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Hindi (Devanagari)
Prothom ektu hawa dao.,"[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Bengali (Latin)
"Fan na auto madu mattu adannu madida mele, microwave annu convection plus alli 1000 watts mattu 11.5 nimishagalige haaki.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 1000, 'time': 11.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Kannada (Latin)
"pelo pankho bandh karo ane AC fast cool koro, pachi microwave ne deodorize koro, pachi washer ne eco cold ane heavy soil level koro, pachi fridge ne power cool koro.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'EcoCold', 'args': {'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'FastCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Gujarati (Latin)
"પહેલા પંખો ઓટો કરો, પછી ફ્રીજ નો ડોર અલાર્મ બંધ કરો, પછી માઇક્રોવેવ ને ડિઓડોરાઇઝ કરો, અને સાથે-સાથે ડ્રાયર માંથી કરચલીઓ દુર કરવા માટે ૯ વસ્તુઓ ને ૯૩ મિનિટ માટે ચાલુ કરો, પછી એન્ટરટેઇનમેન્ટ માં નેટફ્લિક્સ ખોલો.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 9, 'duration': 93}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'open Netflix'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Gujarati (Gujarati Script)
"Pahila entertainment record kora, nanter dryer sanitize kara aani tevha laundry steam sanitize kora, colorfast false thevun, soil level normal asude.","[{'device': 'tv', 'mode': 'record', 'args': {'duration': 85}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Sanitize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamSanitize', 'args': {'colorfast': False, 'soil_level': 'normal'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Marathi (Latin)
પંખાની ઝડપ 4 વધારો અને પછી વોશરને સ્ટીમ નોર્મલ પર ચલાવો.,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 4}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SteamNormal', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Gujarati (Gujarati Script)
"Pehlan dryer nu Activewear te chalao, te naal di naal TV nu right navigate karo. Phir microwave nu 200 watts te 24 minute layi ConvectionPlus te chalao. Akhir vich AC nu PlasmaPurify te chalao.","[{'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'right'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 200, 'time': 24.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'PlasmaPurify', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Punjabi (Latin)
"fan speed randu kurachu kazhinju washer AIOptiWash cheyyuka. athu kazhinju AC Quiet mode-il aakuka. appol thanne, tv live sports search cheyyuka dryer WrinkleAway cycle start cheyth 37 minutes kazhiyumbo oru piece ode ittu nokkuka.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'AIOptiWash', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Quiet', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'live sports'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 1, 'duration': 37}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Malayalam (Latin)
"કપડાં ધોવાનું ચાલુ કરો, પછી પંખો આપોઆપ ચાલુ કરો.","[{'device': 'washer', 'mode': 'Colors', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Gujarati (Gujarati Script)
ड्रायर ॲक्टिव्हवेअर मोडवर सुरू कर.,"[{'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Marathi (Devanagari)
