generated_query,device_info
फ्रिज में बर्फ बनाना बंद करो और उसके बाद पंखे की स्पीड बढ़ा दो।,"[{'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"पहले टीवी पर प्राइम ऐप खोलो, फिर जब वो खुल जाए तो वाशर में मिक्स्ड कपड़ों के लिए हैवी मिट्टी के लेवल पर नार्मल मोड चालू करो। साथ ही, एसी का बीप साउंड बंद कर दो। इसके बाद पंखा ऑटो मोड पर चालू कर दो।","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Prime'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Normal', 'args': {'load_type': 'mixed', 'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"पहले AC को WindFree मोड पर चालू करो, फिर माइक्रोवेव में पसंदीदा सेटिंग चलाओ, और उसके बाद वाशर को 10 किलो लोड के साथ वूल मोड में सेट करो.","[{'device': 'ac', 'mode': 'WindFree', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 10}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Start the washer on PowerSteam with heavy soil level, then after it starts, turn on the heat.","[{'device': 'washer', 'mode': 'PowerSteam', 'args': {'soil_level': 'heavy'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Heat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the washer in Denim mode for light colors, and turn on the AC display light. After that, decrease the fan speed by 4 levels. Once that is done, start SelfClean mode on the fridge.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'DisplayLight', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Dryer ko HeavyDuty mode me wrinklefree fabric ke liye chalao, phir jab dryer band ho jaye to washer ko Delicates mode me performance fabric ke liye chalao.","[{'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'performance'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"पहले सिंथेटिक कपड़ों के लिए ड्रायर को सुपरस्पीड मोड पर चलाओ, फिर जब वह हो जाए तो माइक्रोवेव में पसंदीदा सेटिंग्स चलाओ। इसके बाद, मध्यम साइज़ के तौलिए धोने के लिए वॉशर को बेडिंग मोड पर सेट करो, और साथ ही पंखे की स्पीड कम कर दो।","[{'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'towel', 'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Pehle entertainment device mein Hotstar app kholo.,"[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Hotstar'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"टीवी पर लाइव स्पोर्ट्स खोजो, माइक्रोवेव में 400 वाट पर 21 मिनट के लिए कुछ गरम करो, और ड्रायर को ऊन मोड पर बिना धोए चालू करो, साथ ही पंखा बंद कर दो। फिर, जब ये सब हो जाए तो कपड़े धोने के लिए वॉशर को रिंस और स्पिन मोड पर चलाओ।","[{'device': 'tv', 'mode': 'search', 'args': {'input': 'live sports'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 400, 'time': 21.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Wool', 'args': {'fabric_type': 'wool', 'machine_washable': False}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'RinseSpin', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Fridge ka temperature 24 degree set karo.,"[{'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': 24}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
Defrost for 14 seconds in the microwave.,"[{'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 14.0}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"टीवी पर चैनल बदलते रहो और साथ ही डेनिम सुखाने के लिए मशीन चालू करो, फिर माइक्रोवेव में कुछ नरम करने के लिए लगभग 30 सेकंड का समय सेट करो, उसके बाद कपड़े धोने की मशीन में शर्ट जैसे 7 कपड़ों के लिए लॉन्ड्री मोड चालू करो, फिर जब कपडे धुल जाए तो पंखे को ऑटो मोड में चालू कर दो।","[{'device': 'tv', 'mode': 'channel', 'args': {'direction': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Soften', 'args': {'time': 29.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'shirt', 'load_size': 7}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Start the washing machine on the delicates cycle for wool items.,"[{'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'wool'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
कपड़े धोने की मशीन को मीडियम लोड पर चालू करो और साथ में टीवी को pause कर दो और फ्रिज का चाइल्ड लॉक बंद कर दो। कपड़े धुलने के बाद बताना।,"[{'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'playback', 'args': {'action': 'pause'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"सबसे पहले, एसी की स्पीड मीडियम करो। उसके बाद, कपडे धोने की मशीन को परमानेंट प्रेस मोड में परफॉर्मेंस फैब्रिक और हेवी सोइल लेवल पर चालू करो। साथ ही, माइक्रोवेव को कन्व्हेक्शन मोड में 100 वाट पर 28.5 मिनट के लिए और ड्रायर को डेलिकेट फैब्रिक के लिए हैवी ड्यूटी मोड में चलाओ। आखिर में, फ्रिज को पावर फ्रीज मोड पर सेट करो।","[{'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'PermPress', 'args': {'fabric_type': 'performance', 'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 100, 'time': 28.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'PowerFreeze', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Please navigate up on the entertainment device, turn on WindFree mode for cooling, start the convection oven at 1000 watts for 8 minutes, and start the washing machine's wool cycle with a large load.","[{'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'WindFree', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 1000, 'time': 8.0}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 'large'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"सबसे पहले ड्रायर को शर्ट्स मोड पर चालू करो, और साथ ही AC को ठंडा करने के लिए और फ्रिज को स्मार्ट ग्रिड मोड पर सेट कर दो।","[{'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Cool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"पहले कपड़े धोने की मशीन को पावर स्टीम मोड में हैवी सोइल लेवल पर चलाओ, और साथ में ड्रायर को स्टीम रीफ्रेश मोड में दो आइटम के लिए ड्राई लोड पर सेट करो। फिर जब कपड़े धुल जायें तो पंखे को ऑटो पर चालू कर देना, और उसके बाद माइक्रोवेव को 14.5 मिनट के लिए सॉफ्टन मोड में चला देना।","[{'device': 'washer', 'mode': 'PowerSteam', 'args': {'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 2, 'load_status': 'dry'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Soften', 'args': {'time': 14.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"फ्रिज का चाइल्ड लॉक बंद करो, माइक्रोवेव को डीओडोराइज करो, AC को हीटिंग मोड में डालो, टीवी पर होम पेज खोलो, और वाशर में डेनिम मोड में कपड़े धोओ.","[{'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Heat', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'home'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'medium'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Fan chalu karo, TV par 38 minute ki recording shuru karo, Fridge ko Vacation Mode mein daalo, aur AC ka Beep Sound on karo.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 38}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"Pehle TV ko HDMI1 source par set karo, phir AC ka fan chala do, uske baad microwave ko deodorize karo, phir washer mein bedding mode par 2 bedding items ke liye chalao, aur ant mein dryer ko PermPress mode mein wrinklefree fabrics ke liye start karo.","[{'device': 'tv', 'mode': 'inputSource', 'args': {'source': 'HDMI1'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Fan', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'bedding', 'load_size': 2}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Start the ice maker in the kitchen appliance and start the rinse and spin cycle in the laundry machine. After that is done, decrease the fan speed by 4. Finally, run the AiOptimalDry cycle on the drying machine.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'RinseSpin', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
टीवी से निकलो और साथ ही वाशिंग मशीन को स्टीम वाइट्स मोड पर बिना ब्लीच के चलाओ.,"[{'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SteamWhites', 'args': {'bleach_option': 'no'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Start the delicate cycle on the dryer.,"[{'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Pehle thandi hawa ke liye AC ki fan speed low karo, phir TV ko mute karo, phir kapde sukhane wali machine mein sirf spin cycle chalao, uske baad dryer ko rack dry mode mein chalao, aur aakhir mein microwave ko convection mode mein 100 watts pe 23.5 minute ke liye set karo.","[{'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'low'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'mute'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SpinOnly', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'RackDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 100, 'time': 23.5}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"पहले कपड़े धोने की मशीन को इको कोल्ड मोड पर सामान्य मिट्टी के स्तर पर चलाओ, फिर जब यह हो जाए तो बिजली बचाने के लिए AC चालू कर दो। उसके बाद, फ्रिज को अपने आप साफ़ होने दो। जब सब हो जाए तो पंखे की स्पीड को 4 लेवल बढ़ा दो, और उसके बाद ड्रायर को स्टीम सैनिटाइज मोड पर आंशिक रूप से गीले कपड़ों के लिए चलाओ।","[{'device': 'washer', 'mode': 'EcoCold', 'args': {'soil_level': 'normal'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'EnergySaving', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 4}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'partial_wet'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the food heating at 400 watts for 16 minutes, then turn down the air circulation speed, after that, enable energy saving on the cooling.","[{'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 400, 'time': 16.0}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"फ्रिज को सेल्फ क्लीन मोड में, वाशर को सुपर स्पीड मोड में बड़े लोड के साथ और AC को हाई फैन स्पीड पर साथ में चालू करो।","[{'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 'large'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'high'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"गरम करने के लिए माइक्रोवेव को 190 डिग्री पर 15.5 मिनट के लिए चलाओ, फिर कमरे को जल्दी गर्म करने के लिए AC चालू करो.","[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 190, 'time': 15.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FastHeat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Entertainment ka volume 66 level neeche karo, phir uske baad cooling ko quiet mode par set karo.","[{'device': 'tv', 'mode': 'volume', 'args': {'direction': 'down', 'level': 66}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Quiet', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Turn on the entertainment, start a quick defrost for about 25 minutes, increase the air circulation speed, start a delicate wash for cotton, and do a timed dry for 10 minutes.","[{'device': 'tv', 'mode': 'power', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 25.5}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'TimeDry', 'args': {'duration': 10}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Ek saath cooling chalu karo aur entertainment par 'open Netflix' search karo. Uske baad, pankha band karo. Fridge ka Child Lock band karo. Aur phir microwave mein autocooking shuru karo.","[{'device': 'ac', 'mode': 'FastCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'open Netflix'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Start the washer on SelfClean mode.,"[{'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Set the AC fan speed to medium, start the washer on RinseSpin, open the TV guide, and deodorize the fridge for 43 minutes.","[{'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'medium'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'RinseSpin', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 43}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
टीवी चलाओ।,"[{'device': 'tv', 'mode': 'playback', 'args': {'action': 'play'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"Pankhe ki speed do level badhao, phir uske baad fridge ka SmartGrid mode shuru karo.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Turn off the fan and open the picture settings on the TV at the same time. After that, start the dryer on Sanitize, and also start the microwave on AutoCook.","[{'device': 'tv', 'mode': 'settings', 'args': {'menu': 'picture'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Sanitize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Fridge mein vacation mode shuru karo.,"[{'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"पहले तौलिये धोने के लिए मशीन को बेडडिंग मोड में मीडियम लोड पर चालू करो, और साथ ही कपडे सुखाने के लिए ड्रायर को डेलिकेट फैब्रिक पर नार्मल मोड में चला दो.","[{'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'towel', 'load_size': 'medium'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Normal', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Search for open Netflix on the TV.,"[{'device': 'tv', 'mode': 'search', 'args': {'input': 'open Netflix'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
Start the dryer on SteamSanitize mode for a partial wet load.,"[{'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'partial_wet'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"TV par Disney+ app kholo, phir uske baad pankha chalu kar do.","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Disney+'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
Turn on the AC's dehumidify mode.,"[{'device': 'ac', 'mode': 'Dehumidify', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
